NO,SubNo,分類,スキルカテゴリ,サブカテゴリ,スキルレベル,チェック項目,BZ,DE,必須 スキル,変更内容,column_12,SubNo_2023,スキルレベル_2023,チェック項目_2023,AI活用 （削除予定）,AI活用 タイプ （削除予定）,column_19,column_20,column_21,column_22,column_23,column_24,column_25,column_26,column_27,version,sheet,source_url
230,95,解析技術,モデル化,クラスタリング,★★,非階層クラスター分析において、分析対象となるデータの特性や分析目的に応じ、適切なクラスター数の決定とクラスターの解釈ができる,,,◯,,,92,★★,非階層クラスター分析において、分析対象となるデータの特性や分析目的に応じ、適切なクラスター数の決定とクラスターの解釈ができる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
231,96,解析技術,モデル化,クラスタリング,★★,階層クラスター分析における代表的なクラスター間距離（Ward法、群平均法、最長一致法など）の概念を理解し、目的に合致した最適な手法で分析できる,,,,,,93,★★,階層クラスター分析における代表的なクラスター間距離（Ward法、群平均法、最長一致法など）の概念を理解し、目的に合致した最適な手法で分析できる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
232,97,解析技術,モデル化,クラスタリング,★★,クラスター分析を実行する際、各種距離（ユークリッド距離、マンハッタン距離、マハラノビス距離など）や非類似度（1-cos類似度のような距離の公理を満たさない指標など）を理解し、分析目的に合致した最適な手法で分析できる,＊,,,,,94,★★,クラスター分析を実行する際、各種距離（ユークリッド距離、マンハッタン距離、マハラノビス距離など）や非類似度（1-cos類似度のような距離の公理を満たさない指標など）を理解し、分析目的に合致した最適な手法で分析できる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
233,98,解析技術,モデル化,クラスタリング,★★,k-means法などの初期値依存性を持つ手法において、クラスタ構造の安定性を評価し、適切な初期値設定・多重実行・評価指標を選択できる,,,,修正,,95,★★,k-means法で得られる分析結果は局所最適解であるため初期値問題があることを理解し、分析目的に応じて適切な初期値を探索できる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
234,99,解析技術,モデル化,クラスタリング,★★,k-meansやその派生方法、カーネルk-means、スペクトラルクラスタリングなどの違いを理解し、試行の中で最適な手法を選択・実行できる,,,,,,96,★★,k-meansやその派生方法、カーネルk-means、スペクトラルクラスタリングなどの違いを理解し、試行の中で最適な手法を選択・実行できる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
,100,解析技術,モデル化,クラスタリング,★★,BERTopicに代表される深層学習ベースのクラスタリングを実施できる,,,,新規,,,,,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
235,101,解析技術,モデル化,クラスタリング,★★★,自己組織化マップ（SOM）、Affinity Propagation、混合分布モデル、ディリクレ過程混合モデルなどを理解し、試行の中で最適な手法を選択できる,,,,,,97,★★★,自己組織化マップ（SOM）、Affinity Propagation、混合分布モデル、ディリクレ過程混合モデルなどを理解し、試行の中で最適な手法を選択できる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
236,102,解析技術,モデル化,グラフィカルモデル,★★,グラフィカルモデルを用いて、確率変数間の関係性をグラフ表現できる,,,,,,98,★★,グラフィカルモデルを用いて、確率変数間の関係性をグラフ表現できる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
237,103,解析技術,モデル化,グラフィカルモデル,★★,重回帰分析とパス解析の違いを理解し、使い分けることができる,,,,,,99,★★,重回帰分析とパス解析の違いを理解し、使い分けることができる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
238,104,解析技術,モデル化,グラフィカルモデル,★★,LINGAMやベイジアンネットワークを用いて因果探索ができる,,,,,,100,★★,LINGAMやベイジアンネットワークを用いて因果探索ができる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
239,105,解析技術,モデル化,グラフィカルモデル,★★,共分散構造分析（構造方程式モデリング：SEM）を行い、観測変数・潜在変数の因果関係を説明できる,,,,,,101,★★,共分散構造分析（構造方程式モデリング：SEM）を行い、観測変数・潜在変数の因果関係を説明できる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
240,106,解析技術,モデル化,ネットワーク分析,★,ネットワーク分析におけるグラフの基本概念（有向・無向グラフ、エッジ、ノード等）を理解している。,,,,,,102,★,ネットワーク分析におけるグラフの基本概念（有向・無向グラフ、エッジ、ノード等）を理解している。,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
241,107,解析技術,モデル化,ネットワーク分析,★★,ネットワーク分析におけるノードの影響力、仲介性、接続性などを測る中心性指標（近接中心性、ページランクなど） やグラフ理論を用いた基本的なアルゴリズム（最短経路問題等）を理解し、与えられた問題を解くことができる,,,,修正,,103,★★,ネットワーク分析におけるグラフ理論を用いた基本的なアルゴリズム（最短経路問題、ページランク等）を理解し、与えられた問題を解くことができる。,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
242,108,解析技術,モデル化,ネットワーク分析,★★,ナレッジグラフとは何か、そしてどのように情報を表現しているか（主語、述語、目的語とエッジ、ノードの対応関係など）を理解し、その応用について一例を挙げて説明できる（検索エンジン、レコメンドなど）,,,,,,104,★★,ナレッジグラフとは何か、そしてどのように情報を表現しているか（主語、述語、目的語とエッジ、ノードの対応関係など）を理解し、その応用について一例を挙げて説明できる（検索エンジン、レコメンドなど）,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
243,109,解析技術,モデル化,ネットワーク分析,★★★,ネットワーク分析が問題の解決に有効な状況を見極め、現実の問題をグラフを用いたデータ分析の問題に落とし込むことができる。,,,,,,105,★★★,ネットワーク分析が問題の解決に有効な状況を見極め、現実の問題をグラフを用いたデータ分析の問題に落とし込むことができる。,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
244,110,解析技術,モデル化,ネットワーク分析,★★★,グラフ深層学習（Graphical Convolution Networks：GCNなど）の入出力（特徴量行列、隣接行列など）とタスク（ノード予測、リンク予測など）を理解し、適切な手法で課題を解決できる,,,,修正,,106,★★★,ネットワーク分析におけるグラフデータに対する深層学習の代表的手法を行うための入力構造、タスク（出力）について理解している（Graphical Convolution Networks:GCNsなどの手法や、特徴量行列・隣接行列などの入力構造、ノード予測やグラフ予測、リンク予測などのタスク）,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
245,1,解析技術,モデル利活用,異常検知,★★,手元のデータの多寡やデータの再現性をふまえ、教師あり異常検知と教師なし異常検知の違いを適切に使い分けることができる,＊,,,,,1,★★,手元のデータの多寡やデータの再現性をふまえ、教師あり異常検知と教師なし異常検知の違いを適切に使い分けることができる,,,,,,,,,,,,6.00,新旧対応（データサイエンス力）,https://www.datascientist.or.jp/common/docs/skillcheck_ver6.00.xlsx
